	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105
ATF2	253.05849	23.64	52.985	5.9875	53.45	22.645416	19.855	20.825	25.443792	12.595	16.214	16.889032	11.28	17.305	11.823334	32.05	41.41453	14.773461	5.8225	9.678421	20.5525	31.753546	15.0025	25.61	15.076875	9.5725	12.766666	19.678	4.828	37.755	19.2375	11.1475	15.693125	33.315	18.938334	9.721	14.810883	10.835	10.425	7.9	1.205	19.42	3.4933333	13.615	14.13125	13.8125	15.29	30.153852	15.49	4.98	4.19125	3.745	6.886	9.90125	61.02	16.214	16.889032	14.212143	8.997334	10.567857	14.773461	30.596153	25.825714	2.93	42.19643	8.76	8.066112	6.54625	17.86	16.26	17.55	16.43	19.932	13.915	5.7125	18.96	7.0435715	8.768572	12.20375	8.9225	7.83	6.6025	9.121667	8.58375	5.0372224	1.575	18.42909	19.485	15.517307	12.252353	3.51625	6.9675	2.6375	35.01	6.315	31.907143	13.041875	2.47125	1.9475	11.35625	4.682	17.7	13.905	8.724444	1.655
ATF3	196.56096	6.605	4.425	16.4725	4.0975	31.4025	10.365	5.04	10.07431	0.765	12.545	15.792581	4.805	5.945	48.31	34.72389	8.204219	1.4065385	2.07	50.88	6.125	15.433272	1.645	41.76	20.178125	1.33	1.4733334	6.992	57.27	4.48	14.595	4.4525	31.129375	8.715	11.622666	26.604	2.9564705	34.391666	23.85	7.44	0.5775	6.5875	2.4916666	0.9033333	48.44625	31.78125	9.985	4.6080327	65.4475	4.4025	0.75625	0.85125	1.605	1.395	2.21	12.545	15.792581	14.31	12.238	34.710712	1.4065385	11.45	20.158571	2.22	19.885714	7.27	3.2627778	7.93	6.8433332	8.72	11.993846	20.843334	19.4855	9.3725	11.3275	9.411333	7.692143	74.37428	41.5375	2.1525	11.975	5.2175	32.486668	7.85	5.4005556	0.445	16.569092	2.133	5.2653847	83.194115	1.59125	22.415	0.07	5.677	4.85	10.392858	2.82125	0.6675	2.8525	217.24126	3.897	10.0	34.256668	2.4333334	1.425
ATF4	394.99396	241.94	718.12	979.7725	770.3425	398.7254	273.835	138.95	242.82448	135.85374	234.69	365.3426	135.835	207.61	416.31	477.08057	502.98203	95.06808	63.05	520.8221	491.215	311.01154	165.225	309.435	346.57626	136.43	303.52667	250.152	61.748	229.005	97.8675	87.6325	311.24875	374.9	382.899	309.182	150.35854	90.54833	149.08167	16.255	10.4625	152.865	19.791666	41.363335	128.14	94.095	113.39	48.11336	127.2825	315.2775	82.4875	47.3575	173.014	127.675	175.99	234.69	365.3426	61.595	100.92934	104.42643	95.06808	164.04308	201.19286	57.29	201.54857	70.22	79.54222	85.9375	166.34334	110.54	226.8623	112.77	220.8175	180.98	61.58375	149.01733	191.25	93.49715	105.93375	62.73	637.884	53.595	80.75833	46.11625	103.899445	4.155	167.18954	79.541	131.09923	141.34206	21.31375	72.08875	1.8425	125.355	33.753334	232.69286	27.75125	16.99125	19.3975	199.27	39.595	113.11	178.96167	23.185556	10.045
ATF5	160.6211	143.93	5.295	395.3975	6.0275	53.3325	24.31	14.79	50.694828	3.935	10.027	7.413871	3.6225	8.91	29.956667	13.564445	10.108125	15.671154	1.9375	13.006842	11.03	88.915184	134.97	10.065	25.995	3.74	162.91333	86.322	13.018	7.45	3.91	6.005	13.25875	10.775	9.989	25.682	22.441471	9.753333	5.306667	0.4	0.275	142.09	0.63666666	3.0833333	15.3325	13.78	8.145	3.034754	5.695	12.855	1.6025	1.41625	2.929	3.31125	13.63	10.027	7.413871	2.6278572	6.5033336	6.035	15.671154	17.20077	27.735	5.15	16.055	3.14	394.37833	2.255	9.55	4.68	14.502308	6.38	18.013	10.905	1.54875	9.906	26.313572	4.6192856	11.305	2.98	15.159	1.2625	4.8016667	241.695	4.4677777	0.04	21.116364	5.316	8.786538	10.9779415	1.17	1.7725	0.26	19.415	1.0683334	33.102142	1.853125	0.695	0.37125	16.175	2.199	4.86	9.5633335	0.52444446	0.23
ATF6	335.07574	10.635	24.51	9.915	22.94	13.985	6.73	14.925	10.336206	6.75625	4.136	4.4454837	4.35	4.945	10.976666	24.725	7.4240627	10.327308	1.7425	4.463158	12.5875	15.825636	7.8875	26.705	5.170625	6.4575	4.5633335	6.308	5.644	7.37	11.54	9.4675	6.79875	7.525	7.021333	6.954	9.046471	5.6316667	4.3333335	1.165	0.5075	11.8875	2.275	2.9916666	8.4075	8.99875	8.525	7.4890165	4.965	3.4125	2.8525	3.77	5.61	5.95	9.67	4.136	4.4454837	5.96	6.144	5.9428573	10.327308	15.272307	16.022142	1.58	19.265715	4.74	5.5783334	9.4375	12.996667	10.59	10.396153	8.44	11.6295	5.84	3.59375	8.993333	4.970714	8.758572	8.0875	7.23	6.413	4.975	4.775	6.00125	2.4261112	0.585	11.710909	7.75	7.276923	6.5241175	1.84	7.70875	0.6325	14.519	3.605	11.534286	5.651875	1.395	1.42875	9.74125	3.269	11.05	6.411667	3.4677777	0.86
ATF6B	179.85617	33.42	40.5575	107.8725	47.78	72.77292	27.56	79.175	39.80914	23.765	12.866	31.243872	7.285	20.39	42.826668	78.19111	22.803438	33.603848	4.295	45.814735	75.3575	51.79518	16.2475	31.68	69.63438	1.7375	34.793335	91.758	12.03	40.37	13.65	11.615	65.34937	36.16	19.816334	31.082	17.097647	24.228333	21.11	12.75	1.0375	28.715	2.2383332	15.771667	28.35625	32.62125	42.195	23.831066	9.52	36.985	2.845	6.64125	3.758	4.1325	74.12	12.866	31.243872	14.331429	11.288	12.934286	33.603848	57.345387	61.59857	18.62	58.355713	10.6	9.388889	19.9475	30.386667	28.32	26.34154	35.806667	35.199	19.03	3.02	31.928	14.737857	27.892143	31.02125	19.345	13.861	4.0025	13.638333	8.74	13.510555	0.375	47.410908	26.657	30.171923	29.171177	2.17875	21.56375	0.4175	33.587	6.568333	65.12643	6.98	4.41375	4.82875	35.39375	11.352	26.97	21.506666	6.5488887	3.135
ATF7	343.84232	19.17	19.6725	14.4525	18.1875	14.209167	12.125	8.89	12.744827	9.58	7.504	8.09129	2.3525	8.245	9.84	24.908333	10.235156	11.36	2.2725	12.487895	13.2075	12.055546	5.9225	16.805	16.171875	3.385	5.9133334	12.756	3.782	8.905	5.3175	6.985	11.55	18.29	9.985666	13.613	9.121765	12.275	12.2	6.38	0.605	21.855	1.7633333	5.015	14.72	14.925	13.54	12.10459	9.97	12.85	3.685	3.9525	9.346	6.56	27.48	7.504	8.09129	8.615714	11.3	12.825	11.36	24.121538	23.377142	2.2	42.60143	10.85	4.8083334	8.8925	17.85	20.72	12.990769	15.383333	30.8015	19.55	3.0975	18.184668	6.3871427	5.95	12.515	8.28	13.919	6.15	11.231667	4.01375	4.875	0.6125	17.106363	9.089	10.111154	10.050294	2.315	9.8625	0.175	21.278	7.675	16.685	4.905625	1.63125	1.3975	12.37125	4.803	18.67	9.4383335	2.8544445	1.425
ATOH1	90.905205	0.0	0.0	0.0	0.0	0.00083333335	0.0	0.0	0.0	0.0	0.211	0.24935484	0.16	0.02	0.013333334	0.0011111111	0.0	0.0	0.045	0.0	0.3625	0.00036363635	0.0	0.0	0.00375	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.0	0.485	0.293	0.012	0.00058823527	0.105	0.08	0.0	0.0	0.0	0.0	0.60333335	0.0	0.0	20.855	0.0018032787	0.0	0.015	0.0	0.0	0.016	0.0025	1.51	0.211	0.24935484	0.0028571428	0.0	0.0	0.0	0.0046153846	19.817858	0.0	0.0	0.0	0.0	0.01	0.006666667	0.0	0.0015384615	16.91	0.7285	0.0	0.0	0.0053333333	0.0007142857	0.0	0.0	0.0	0.002	0.0	0.028333334	0.0	2.5022223	0.0	15.910455	0.031	0.00076923077	0.54058826	0.0	0.0	0.0	0.006	0.0	0.03857143	0.0	0.0	2.5225	0.0	0.0	0.0	0.0	0.0	0.0
BACH1	322.4415	46.795	53.66	6.1525	24.7275	35.885418	26.01	33.075	9.967241	11.5775	14.245	11.767742	8.255	18.885	7.17	34.28389	17.245155	19.145	3.8975	14.098948	7.4325	18.131454	9.8825	30.45	5.5875	7.1525	11.158334	4.556	5.534	15.575	35.43	16.38	12.9325	16.57	15.245334	4.842	8.355294	13.935	12.595	1.19	1.0025	5.155	2.5883334	32.26	23.8	12.41875	19.32	15.963443	4.615	5.6825	5.4375	9.9275	19.608	10.9725	10.44	14.245	11.767742	11.883572	11.512	17.44	19.145	20.757692	31.605	0.83	28.917856	13.93	6.725	27.84375	45.573334	50.03	21.521538	25.313334	21.3195	15.15	5.73	15.291333	6.542143	23.689285	13.27375	8.7275	20.889	6.195	12.915	11.01625	3.8305554	4.3075	22.382727	12.066	15.747692	10.236765	2.5275	21.00375	1.8725	23.638	8.795	15.424286	9.200625	1.8375	2.7775	11.86125	11.124	43.2	12.103333	9.576667	1.355
BACH2	402.63876	0.525	1.8375	0.18	0.0475	2.9379168	0.165	2.66	0.049310345	0.035	2.092	1.7496774	0.675	1.045	0.94666666	0.040555555	0.016875	0.012307692	0.47	0.5594737	1.35	1.2057272	0.625	3.655	0.190625	0.0	60.548332	0.658	1.26	1.36	1.79	0.4825	1.05375	2.215	1.1	0.314	0.32235295	1.015	1.8466667	0.72	0.09	2.07	0.525	2.4	1.0075	0.50625	0.34	4.919754	1.6325	0.17	0.65375	0.1875	2.556	0.89	9.51	2.092	1.7496774	1.4592857	0.98866665	0.9392857	0.012307692	4.603846	2.4	0.58	5.7764287	0.56	0.77	4.76	1.3166667	2.13	1.5346154	0.44666666	2.9915	1.865	0.67875	3.7753334	0.9128571	0.45642856	0.31125	1.0775	2.283	0.39	0.50666666	1.755	0.6855556	0.285	1.1786363	4.738	4.9288464	1.0211765	0.315	3.13125	1.5075	2.825	1.5033333	15.765	0.87625	0.34625	0.1325	0.35875	0.592	1.69	0.8566667	1.3044444	0.26
BARHL1	96.21575	0.0	0.0	0.3025	0.0	0.0	0.0	0.0	0.002413793	0.0	0.002	0.02483871	0.01	0.02	0.0033333334	0.006666667	0.0	0.0	0.015	0.0	0.02	0.00063636363	0.0	0.0	0.001875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00625	0.36	0.022666667	0.0	0.00058823527	0.07333333	0.0	0.0	0.0	4.2425	0.0	9.081667	0.11625	0.16125	0.015	0.008360656	0.275	0.005	0.0	0.0	0.0	0.0	75.0	0.002	0.02483871	0.0	0.0	0.0	0.0	0.0	0.011428571	0.0	0.017142856	0.0	0.0	0.0	0.0	0.0	0.0	0.006666667	0.033	0.01	0.0	0.008	0.017857144	0.0	0.03375	0.0	0.0	0.0	0.0	0.0	0.0011111111	0.0	0.008181818	0.911	0.0	0.004117647	0.0	0.0	0.0	0.028	0.0	0.029285714	0.0	0.0	0.0	0.03125	0.0	0.0	0.0	0.0	0.0
BARHL2	81.32918	53.155	0.0	0.0	0.0	0.0	0.01	0.0	0.0022413793	0.0	0.011	0.013548387	0.0	0.0	0.0	0.0	0.00125	0.0	0.005	0.0	6.42	0.02209091	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00375	0.03	0.019666666	0.0	0.00058823527	0.048333332	0.0	0.0	0.0	0.4625	0.0	0.35666665	0.0	0.0	0.0	0.03409836	0.0	0.0	0.0	0.0	0.0	0.0025	1.61	0.011	0.013548387	0.0	0.0	0.004285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.41933334	0.0	0.0007142857	0.0	0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.985	0.0	0.002352941	0.0	0.0	0.0	1.343	0.0	0.004285714	0.0	0.0	0.0	0.0025	0.0	0.0	0.006666667	0.006666667	0.0
BARX1	81.36479	4.555	0.01	0.2525	0.005	0.023333333	0.0	0.0	0.0027586208	0.015	0.484	1.0167742	22.42	0.55	0.02	5.59	0.0028125	0.00076923077	0.24	0.005263158	0.0	0.07218182	0.0	0.08	0.02	61.34	0.0	76.546	0.002	0.0	0.0	0.0	0.00625	0.69	1.9006667	1.73	0.0052941176	0.17333333	0.026666667	0.0	0.09	14.1025	0.096666664	0.008333334	0.3575	0.0	0.04	0.017786885	0.06	1.6825	0.0075	0.0	0.0	11.5025	0.03	0.484	1.0167742	0.0	0.0046666665	0.017142856	0.00076923077	0.29	0.061428573	0.03	0.034285713	0.0	0.0033333334	0.0	0.02	0.0	0.020769231	0.053333335	0.0525	0.125	1.64875	2.4366667	0.28071427	0.0014285714	0.055	0.3375	0.007	0.0	0.006666667	0.0075	0.035555556	0.0	0.055	0.012	0.29307693	34.18147	0.0025	0.0	0.0	1.7	0.0	0.108571425	0.13875	0.0	0.0	0.00375	0.004	0.0	0.01	0.104444444	0.0
BARX2	150.4174	18.29	0.0	0.025	0.0	0.0029166667	0.415	17.57	0.109827586	0.0	0.002	0.0032258064	0.0	0.0	0.05666667	0.003888889	0.00453125	0.00076923077	0.005	0.0	5.8625	0.0013636363	0.0	0.01	3.306875	0.0	0.033333335	1.364	0.138	6.36	0.05	0.0	0.01125	0.01	0.109	0.603	0.0097058825	0.5883333	0.046666667	0.0	0.135	0.05	0.5283333	0.015	1.51125	3.3075	8.355	0.1945082	0.5125	64.52	0.0	14.465	0.434	0.22375	0.0	0.002	0.0032258064	0.011428571	0.030666666	0.004285714	0.00076923077	1.3869231	2.9757142	0.02	0.21142857	0.0	0.0011111111	5.34875	0.11	0.14	0.25153846	7.5133333	3.982	1.7	0.03375	0.41666666	2.1285715	0.92285717	1.8575	0.93	0.374	0.24	0.0	0.0	0.95611113	0.0	4.737727	0.196	0.049615383	3.0464706	0.0	6.345	0.0	2.059	0.006666667	0.445	0.13125	0.0	0.32375	2.77375	0.035	0.0	0.036666665	0.037777778	1.035
BATF	40.307808	0.0	0.0	0.1575	0.0	24.669584	0.695	0.755	59.94155	0.11	0.06	0.08032258	0.0	0.0	0.093333334	0.028888889	0.3046875	0.0	0.0	0.007368421	30.05	0.86536366	0.0	0.0	29.315	0.0	1.02	0.0	0.008	28.49	0.0	0.0	0.0	0.0	0.030666666	3.268	0.755	6.0433335	0.8016667	0.0	0.01	0.105	1.5633334	0.033333335	3.57625	2.5025	0.41	0.20418033	0.075	1.395	0.80875	1.835	0.729	0.88	0.44	0.06	0.08032258	0.18857142	0.57533336	0.4407143	0.0	0.48615384	0.63857144	0.47	1.1757143	0.34	0.33555555	1.4975	2.89	2.27	14.335384	0.8433333	0.411	0.2375	1.43	0.386	0.5114286	0.65	3.37375	1.3775	0.383	0.98	0.385	0.96875	1.78	0.015	0.5113636	0.413	11.45923	0.8717647	0.5825	0.475	0.015	0.46	1.67	8.273571	0.400625	0.2225	0.115	1.83	1.155	1.68	2.8166666	0.12222222	0.49
BATF3	134.19835	2.54	1.1375	2.445	1.3125	21.279167	0.14	0.335	14.535172	0.2575	3.145	3.516129	1.175	0.985	2.5066667	0.28	0.10484375	0.49576923	0.31	2.606842	55.1475	3.046	1.64	0.525	0.049375	0.9925	1.1683333	4.168	0.894	0.405	7.215	0.905	0.898125	1.56	2.6136668	2.996	0.7152941	2.8516667	2.015	1.735	0.07	0.5325	0.14	0.38666666	3.8125	1.3375	0.315	2.2536066	1.48	1.2175	0.625	0.15625	0.48	0.715	1.99	3.145	3.516129	0.27928573	0.63	0.82214284	0.49576923	1.1723077	2.0292857	2.69	1.7607143	0.67	0.39666668	0.29	3.5233333	4.35	5.6569233	0.57666665	1.184	0.66	1.38375	0.772	0.55785716	0.6478571	1.55625	0.3725	0.537	0.5575	0.43333334	0.2575	0.9355556	0.015	1.0940909	1.687	5.890769	0.82	0.09875	0.0625	0.125	1.115	1.6283333	9.948571	0.291875	0.1825	0.0475	0.94625	1.156	3.45	1.2166667	0.52444446	0.32
BBX	503.17725	15.345	34.075	9.825	37.825	11.4675	1.13	28.915	22.217758	27.295	21.469	15.064194	8.4125	15.8	21.39	34.877224	9.79625	18.545769	3.99	14.27	19.655	6.907091	26.02	31.42	13.403125	5.92	14.91	10.306	14.286	39.425	21.6425	13.4875	11.9025	20.715	16.373	5.622	32.992645	11.683333	10.298333	1.695	0.8225	11.69	4.1433334	5.0266666	19.56375	21.5625	12.695	22.373362	9.8825	2.8675	7.6925	7.51	8.841	14.85625	18.85	21.469	15.064194	12.805715	14.188666	12.417857	18.545769	33.784615	27.087143	21.6	35.505	15.03	6.985	9.57125	20.256666	19.74	11.446923	13.736667	29.147	12.895	4.4275	27.694666	4.5992856	25.13	14.92625	30.325	7.234	12.035	13.35	5.63375	4.2005553	1.765	18.044546	12.293	13.635769	9.975883	2.72	9.4675	0.51	73.583	8.376667	20.469286	19.4775	3.82125	1.8075	16.83125	5.292	21.53	14.595	9.302222	1.615
BCL2	315.433	10.27	0.25	10.275	0.125	19.235834	2.785	1.43	43.608448	0.1925	1.217	0.93451613	0.37	0.56	0.5466667	2.8605556	0.185	0.20538461	0.34	0.16578947	5.6825	0.3910909	72.775	1.795	3.8875	1.555	0.8833333	0.232	0.308	0.86	2.915	2.16	1.310625	1.285	1.137	7.298	1.0488235	0.7033333	3.09	1.93	0.475	7.135	3.1933334	2.82	1.73125	8.86875	5.905	7.3695903	0.415	1.1475	3.57875	1.0525	4.39	6.65125	8.66	1.217	0.93451613	2.6664286	3.6133332	4.2564287	0.20538461	12.055385	8.028571	1.04	6.870714	2.67	0.54888886	5.55875	3.8933334	3.73	3.3907692	7.5666666	11.4905	6.99	5.14125	11.160666	1.1721429	31.767143	4.4825	5.02	4.94	1.89	1.56	0.76	1.9894445	1.1875	4.920909	7.923	14.667692	3.5602942	3.39875	5.45625	0.535	8.095	2.9133334	12.515	17.28125	2.975	1.2925	4.6225	1.341	5.98	5.6833334	5.192222	0.76
BCL6	252.4296	14.3	12.9375	0.76	12.8825	78.53083	16.63	13.215	0.10155173	4.9675	2.507	6.2419353	1.325	1.72	11.32	14.025	35.14922	11.805	0.4625	20.693157	1.275	3.6297274	143.8975	7.775	9.744375	2.0425	60.206665	18.224	6.3	17.06	0.315	0.97	18.84625	13.495	3.602	103.565	13.9779415	6.4483333	23.896667	9.215	1.6925	13.4525	16.665	2.435	15.10375	9.5175	7.465	30.862377	14.245	18.47	12.09625	9.17625	92.004	17.375	11.13	2.507	6.2419353	9.39	20.718666	23.64643	11.805	9.968462	4.9878573	7.22	15.728572	17.35	9.447778	87.01125	43.966667	41.53	30.427692	18.526667	12.159	9.3025	20.09	20.0	11.968572	14.1214285	11.0875	14.8	138.034	18.435	23.736666	13.4875	10.949445	0.255	4.1463637	10.25	44.799614	5.062059	15.985	75.4025	0.31	15.878	17.593334	44.279285	12.1675	15.63	1.76375	14.0675	13.677	36.79	26.228333	8.316667	5.415
BCL6B	179.72931	0.235	0.01	0.3525	0.0	3.2833333	0.0	0.0	0.17086206	0.0025	1.653	4.3825808	1.835	1.88	0.23	0.049444444	0.01234375	0.0015384615	0.3775	0.025789473	0.0925	1.66	0.0	0.0	0.011875	0.055	0.0	0.126	0.012	0.16	0.005	0.0	0.04	5.83	2.787	8.249	2.3620589	0.6166667	2.7833333	1.545	0.165	1.44	0.18333334	0.23833333	0.94125	4.34875	1.56	1.3206557	1.3275	1.1625	0.4025	0.1275	0.736	0.66375	0.84	1.653	4.3825808	6.1507144	5.322	7.384286	0.0015384615	12.386923	8.49	0.48	24.311428	4.98	0.82611114	0.8425	8.8133335	4.54	6.640769	1.6466666	12.1015	11.96	0.8125	3.7353334	1.0778571	1.5735714	2.36375	0.46	3.347	1.9975	3.58	0.60625	0.6816667	0.37	4.585	2.487	11.237308	4.804706	0.30375	0.515	0.045	2.807	0.6116667	5.055714	0.938125	0.18	0.055	0.2225	3.652	14.72	3.6033332	2.0666666	0.415
BDP1	519.2633	33.355	10.0825	7.0525	4.91	16.123333	12.62	13.485	11.013276	5.73125	19.697	10.956774	4.175	13.86	4.9366665	17.000555	9.7125	5.7796154	2.6675	4.0863156	9.335	9.568	10.4375	12.735	13.979375	4.1775	14.766666	6.62	4.098	6.975	20.915	9.21	5.0325	22.555	11.757667	4.597	7.7014704	4.235	4.855	2.355	0.8225	2.8125	3.7033334	5.955	5.16375	7.44375	7.985	12.855082	3.625	4.75	2.64625	4.3	4.212	6.3875	20.93	19.697	10.956774	9.898571	5.8333335	6.303571	5.7796154	18.716923	18.819286	19.76	27.85	5.5	4.4005556	7.7975	9.343333	9.08	9.133846	8.526667	16.039	7.75	3.285	9.004	3.2057142	7.26	5.5575	4.22	5.813	4.2275	4.95	3.44125	2.8694444	1.1	13.080455	11.86	9.601923	8.716471	2.01875	7.42625	1.9925	11.205	4.6583333	20.963572	7.888125	1.64625	2.48625	5.6125	3.695	9.75	8.728333	4.9844446	1.445
BHLHA15	33.16055	0.455	0.04	0.4175	0.0	0.083333336	1.525	0.72	0.98	0.0	1.604	1.3887097	0.5175	0.795	3.6366668	0.028888889	1.8070313	0.06423077	0.1525	0.078947365	0.0	0.48336363	0.0	1.92	0.0875	0.15	0.77166665	0.774	2.56	0.285	0.0	0.01	0.236875	1.685	1.5106666	73.654	0.23794118	0.123333335	0.07833333	0.0	15.0175	1.0225	0.036666665	0.505	0.38	0.09125	0.595	0.35065573	14.6525	0.5925	0.0	0.8125	0.463	0.0525	2.9	1.604	1.3887097	0.012857143	0.079333335	0.024285715	0.06423077	0.30153847	0.31	0.0	0.48142856	0.0	3.116111	2.635	2.7966666	0.39	0.88076925	0.57666665	0.2905	0.19	0.095	0.108	32.000713	0.03642857	0.1025	12.155	0.025	0.14	0.095	2.7025	0.122777775	0.005	0.29272726	1.034	1.4042307	1.2302941	0.0	1.2625	0.27	0.146	0.0	0.09785714	0.360625	0.0	0.1525	1.0325	0.729	0.28	0.03	0.07111111	0.0
BHLHE22	134.05548	4.955	0.0	0.015	0.005	0.00083333335	0.0	0.0	1.5603448	0.0	0.014	0.005483871	0.075	0.015	0.0	0.0	0.0003125	0.0	0.04	0.00052631577	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.004	0.0	0.02	0.0	0.0	0.01	0.043333333	0.993	0.11147059	0.28333333	0.11833333	0.49	0.04	0.54	0.14333333	11.156667	0.1025	0.0025	0.185	1.282541	0.045	0.1225	0.2925	0.1375	0.019	0.585	40.4	0.014	0.005483871	0.025714286	0.06866667	0.05357143	0.0	0.03769231	0.022857143	2.83	0.20285714	0.12	0.043333333	0.25	0.29333332	0.42	0.3523077	0.32666665	0.114	0.5	0.5	0.16	0.22285715	0.005	0.02125	0.19	0.029	0.055	0.07	0.05	0.2188889	0.0	0.042272728	4.185	0.50961536	0.043235295	0.1275	0.3	2.1225	0.25	0.06666667	0.17142858	0.191875	0.175	0.065	0.06625	0.168	1.0	0.105	0.022222223	0.21
BHLHE23	45.581917	0.0	0.0	0.0	0.0	0.02625	0.315	0.0	0.04396552	0.0	0.849	0.091612905	0.595	0.13	0.0	0.0	0.0	0.0	0.01	0.002105263	2.0175	0.00054545456	0.0	0.0	0.0	0.0	0.01	0.048	0.0	0.0	0.01	0.0	0.0	0.175	0.11733333	0.0	0.0011764705	0.06	0.0	0.0	0.0	0.0	0.0	0.011666667	0.0	0.0	0.0	0.0032786885	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.849	0.091612905	0.0028571428	0.0	0.0028571428	0.0	0.0076923077	0.017142856	0.0	0.0	0.03	0.0	0.0175	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0026666666	0.0	0.0	0.0025	0.35	0.0	0.0	0.018333333	0.005	0.0	0.0	0.0009090909	0.016	0.0	0.008235294	0.0025	0.0	0.01	0.366	0.0	0.92285717	0.0	0.0	0.0	0.0075	0.0	0.0	0.043333333	0.0	0.0
BHLHE40	235.94232	1.5	7.9925	11.7025	13.825	25.00875	3.745	27.94	50.821896	18.35	0.876	1.3912903	1.96	1.83	88.53333	47.591667	15.446719	4.466923	0.4225	59.605263	2.6325	38.209454	0.165	9.29	31.26875	0.93	0.06	47.714	51.784	20.625	3.7375	2.605	65.65938	1.485	3.0036666	44.244	16.90147	50.418335	19.75	4.91	1.01	10.515	5.1783333	4.11	72.50375	18.39625	17.54	27.376066	34.7075	100.0675	4.245	34.015	17.013	3.31	13.83	0.876	1.3912903	11.658571	12.708667	22.321428	4.466923	22.976923	61.08857	2.57	19.161428	12.34	11.515	38.1175	36.07	28.71	31.826155	15.28	21.2725	29.7225	5.69875	25.174667	11.023571	13.709286	35.50875	8.14	31.733	10.8025	13.826667	20.84875	6.2344446	0.3025	39.59318	10.264	10.259615	18.094412	1.73375	23.67375	0.165	10.618	9.0	29.869286	3.3875	2.34875	1.095	71.64375	11.01	33.53	18.701666	4.2966666	14.16
BHLHE41	162.95753	2.09	1.0925	0.4575	3.7925	1.7875	1.635	20.405	0.42310345	0.6425	1.171	1.5232258	0.065	0.28	1.7133334	1.1938889	0.07875	5.497692	0.15	2.21	0.385	0.011363637	0.525	0.92	2.386875	0.01	0.0	73.102	20.44	19.06	1.6375	18.9725	19.53375	1.85	1.12	7.132	4.905	2.9766667	4.1233335	0.27	0.12	22.9075	0.8883333	3.1933334	2.58875	13.92625	8.68	40.312214	15.475	0.7525	1.625	1.35	3.075	5.17625	16.89	1.171	1.5232258	2.5892856	10.135333	14.485714	5.497692	2.6107693	12.735	7.85	1.6921428	12.13	0.078888886	2.6075	24.276667	42.35	6.45	20.773333	2.183	2.865	0.61875	8.910666	3.8292856	3.622857	7.0875	4.0225	9.865	3.7225	8.323334	0.25625	1.3283334	0.04	8.791364	14.141	8.265	1.4670588	0.95	1.255	0.025	7.661	1.8616667	1.775	5.379375	0.44	0.6625	9.16375	6.185	36.01	2.925	1.4322222	0.125
BPTF	655.2326	50.08	35.8175	62.47	26.0675	43.371666	43.09	27.96	43.74517	6.78125	77.992	104.412254	17.465	92.24	45.343334	38.07389	41.01672	22.305769	18.92	21.302105	66.4325	25.347181	74.6775	24.835	112.570625	4.57	61.73	27.944	17.414	35.49	28.39	13.555	63.37	294.77	55.4	16.031	19.07059	19.343334	14.2	6.805	2.12	23.915	6.988333	22.438334	22.49375	35.3925	27.325	45.37377	29.46	11.4725	8.16	11.63	13.157	14.6225	105.36	77.992	104.412254	23.897858	21.784	27.430714	22.305769	65.83308	60.068573	35.9	88.58143	28.8	10.398334	22.2375	28.383333	32.79	21.306154	33.65	49.521	26.09	8.3525	36.819332	10.355714	22.24643	26.09625	21.6725	17.618	20.3825	26.181667	9.635	9.163333	2.575	40.655453	37.021	28.816154	27.402353	4.7425	28.1475	3.4875	44.016	8.395	69.99	16.929375	5.09	5.74	28.19375	10.524	31.73	21.848333	16.171112	6.31
