	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105
TCF7L1	187.93822	11.8	2.5325	0.195	2.0925	0.24458334	12.355	1.22	0.020689655	0.7525	44.836	59.07387	2.8775	52.17	8.393333	0.16666667	0.33953124	1.9634615	12.81	9.971052	0.83	0.037636362	0.005	0.4	3.531875	0.07	0.0	30.168	0.728	1.095	4.0075	0.3375	3.775625	175.525	48.467667	9.405	1.2029412	9.95	8.036667	0.97	0.105	5.1825	0.27333334	10.601666	6.80875	4.94375	0.81	1.4017214	3.9975	2.5725	1.595	0.225	0.83	1.43125	26.52	44.836	59.07387	4.6892858	2.074	2.86	1.9634615	29.28923	19.300714	0.99	36.291428	2.53	2.045	0.80125	8.673333	5.79	5.002308	2.9766667	27.7185	16.6425	0.52	9.578	0.9607143	0.41285715	4.34	0.895	3.68	0.9425	4.9016666	1.30625	1.7577778	0.325	9.686363	10.116	4.5576925	7.0611763	0.4025	0.3725	0.025	7.195	1.11	10.593572	1.3025	0.33875	0.085	3.9525	1.449	7.3	6.2366667	1.8388889	0.345
TCF7L2	220.05534	8.695	5.43	24.495	6.9	12.182083	20.98	16.55	0.26551723	7.36625	30.643	40.640644	3.105	32.905	86.32667	9.059444	9.438907	6.5761538	5.6925	11.264211	8.8525	0.8640909	0.04	10.65	8.265625	0.14	1.99	54.628	5.144	5.365	9.18	1.9125	7.813125	130.5	18.899334	13.829	5.609706	29.67	9.073334	0.77	0.55	4.1775	1.89	6.0983334	72.025	26.54	31.805	8.066476	12.305	4.2625	1.96125	1.33375	1.413	3.70875	32.69	30.643	40.640644	6.2185717	3.3593333	4.295	6.5761538	24.232307	39.760715	4.03	32.592857	3.22	4.8944445	4.5675	14.93	24.1	8.363846	45.496666	47.1255	17.1225	2.6325	13.924666	4.234286	4.6557145	62.6175	3.7175	2.276	2.57	5.266667	5.54375	5.963333	0.7625	28.973637	17.297	13.07923	14.362941	2.41125	3.49	0.065	10.772	4.858333	9.227143	3.2675	1.37625	8.03	120.2875	5.476	16.39	6.713333	3.0144444	1.71
TCFL5	144.74095	6.905	7.5125	6.4175	8.4625	9.956667	6.485	8.575	2.308793	1.3525	5.753	11.640323	8.695	7.375	7.94	17.755	13.4609375	8.765	2.3175	5.491579	18.24	5.6366363	3.1	4.905	19.465	7.105	3.9066668	17.486	4.414	13.77	9.3125	3.4375	8.391875	8.725	9.211	2.954	1.7017647	2.3716667	1.55	0.1	0.175	14.1425	0.74	1.8483334	1.1525	1.355	2.63	8.22664	1.03	2.09	2.21875	1.465	1.897	4.35	5.2	5.753	11.640323	2.7557142	2.056	2.3164287	8.765	7.0576925	4.7764287	10.05	7.571429	2.4	1.0083333	4.00125	2.68	2.77	3.0507693	2.8133333	5.4475	2.7425	0.7	6.706	1.5571429	0.8407143	1.44375	2.965	2.211	1.4675	2.7583334	1.1925	1.5433333	0.305	3.2172728	4.749	3.186154	3.0038235	0.575	3.625	0.22	64.657	0.565	10.187143	2.44	0.76125	0.4775	1.17375	0.773	2.69	4.3933334	1.3922222	0.47
TEAD1	481.10452	36.11	85.605	24.0875	77.265	0.19125	60.695	42.155	0.031034483	27.1825	26.559	14.716774	17.575	34.695	25.273333	81.992775	13.58875	85.16692	8.2875	32.297367	1.875	5.963909	0.025	44.92	16.846874	5.8725	3.4333334	29.748	21.46	39.64	36.19	35.3775	29.87625	30.635	34.398666	15.731	7.450588	21.62	8.216666	10.515	1.5775	23.735	4.7033334	5.8016667	41.77	21.67625	17.3	13.048197	9.2575	7.3875	26.20625	9.7325	36.352	48.15875	21.91	26.559	14.716774	37.34	38.746666	38.938572	85.16692	41.59308	31.775715	0.96	55.27786	44.05	5.6116667	21.575	21.23	17.58	14.244616	30.193333	57.3375	27.135	10.91125	21.646667	4.6507144	13.779285	28.24375	12.6125	48.163	22.5125	25.266666	10.24	8.192778	1.9675	19.959545	17.038	6.9	12.882059	8.025	18.4325	0.5325	22.328	8.541667	6.7735715	12.03625	6.2875	4.96375	61.1625	9.89	24.96	31.311666	9.646667	2.03
TEAD2	136.65616	56.85	30.03	2.2025	24.87	0.03125	3.785	0.995	0.044827588	3.65875	27.646	67.80742	37.345	55.685	12.963333	10.541667	8.858438	7.355385	21.51	20.701052	0.8525	7.8351817	1.14	2.02	18.06	4.9475	2.6383333	34.952	13.184	23.785	32.55	10.83	20.23125	110.78	64.337	19.188	5.034706	3.6633334	10.99	4.83	0.465	13.96	1.465	4.425	1.63	3.82125	6.78	1.3531147	1.7675	5.085	6.62625	1.6475	2.852	11.3325	19.33	27.646	67.80742	16.726429	19.964	20.21857	7.355385	48.226154	18.415	0.62	75.549286	16.03	1.9194444	3.13125	12.21	12.25	14.799231	10.89	45.866	27.4425	2.67125	22.348667	6.4314284	1.1771429	3.31625	4.5775	10.143	11.1375	19.165	1.63625	5.995	1.02	9.930909	10.347	8.721154	17.886765	1.03625	3.3225	0.17	16.651	3.26	6.4292855	1.73875	1.13375	0.665	2.29125	2.905	12.57	16.256666	6.0088887	0.835
TEAD3	130.14055	6.285	15.945	17.325	25.8575	0.5154167	23.775	11.565	0.032241378	3.21	10.169	16.18871	5.12	11.705	13.793333	5.4427776	13.998125	13.912308	3.075	22.880526	3.5875	3.8168182	0.0	5.095	16.31875	2.9125	0.018333333	11.098	2.906	15.79	3.9225	6.9725	9.075	33.475	19.674334	6.592	2.0314705	21.06	14.065	1.865	0.2375	2.7075	1.0383333	0.58166665	16.8775	46.21375	12.195	0.86057377	1.2525	19.97	10.02375	5.4	4.151	16.3325	2.33	10.169	16.18871	13.4492855	14.192	15.346429	13.912308	26.196922	33.52714	0.38	29.815	10.2	2.1644444	17.96875	9.273334	5.75	6.4984617	17.566668	39.724	23.8125	1.40375	13.169333	2.1764286	47.97643	28.775	7.3475	11.941	6.8925	12.991667	2.05625	11.852222	0.3125	21.818636	2.416	6.0234613	16.355589	0.2625	12.77	0.015	8.716	7.0433335	4.0507145	1.770625	0.62625	2.13125	41.84625	2.564	8.1	34.898335	4.886667	1.185
TEAD4	131.15205	17.265	9.84	0.2975	19.995	15.599167	42.29	13.975	0.15224138	5.9775	40.77	47.384193	19.4125	59.375	22.23	36.3	39.69578	9.0115385	11.605	15.409473	43.0775	11.456182	0.0	10.81	15.31375	5.365	0.0	32.284	5.158	22.07	26.3725	15.155	19.253124	49.655	44.650333	14.716	1.8358823	4.65	4.971667	7.16	0.93	1.825	0.5833333	0.25166667	7.1625	10.435	5.21	1.3238524	5.8	4.715	2.96125	2.88625	41.06	4.7175	0.96	40.77	47.384193	6.542857	11.100667	9.180715	9.0115385	12.517693	5.377857	1.05	9.725715	2.43	0.9394444	7.71875	13.41	9.24	9.435385	2.7766666	55.711	42.805	2.97875	6.2353334	11.606428	2.805	5.35625	2.935	67.304	7.0325	4.8133335	1.09375	1.8527777	0.84	3.9077272	0.76	4.580769	2.3032353	0.39875	4.965	0.01	5.749	5.8016667	3.5692856	5.839375	1.065	0.5775	13.0075	4.13	14.69	4.6683335	1.4288889	0.76
TEF	194.77124	2.745	12.9475	2.7875	20.3675	2.4408333	6.86	2.27	1.5198276	1.18875	2.531	5.725806	2.4275	8.145	10.973333	3.9266667	4.2796874	3.3888462	1.11	4.4147367	4.2675	0.721	1.535	1.32	5.805625	2.205	2.4366667	3.962	1.222	10.05	3.06	2.975	2.676875	8.27	4.5713334	8.32	5.1941175	4.056667	4.5416665	1.9	0.65	9.38	1.005	1.4916667	3.05	3.30375	8.02	31.712378	8.255	6.09	4.0875	1.89125	7.513	7.18875	7.06	2.531	5.725806	4.5135713	6.866	6.7421427	3.3888462	10.605385	4.337143	4.35	8.314285	7.31	4.2672224	13.46	9.44	10.05	5.3415384	8.82	6.7825	7.26	1.8625	17.708666	4.8442855	1.4128572	2.53125	7.4525	5.521	3.5425	8.375	5.095	3.1022222	0.315	5.0518184	4.54	3.893077	4.3726473	1.055	12.0825	0.18	10.413	2.0716667	4.6685715	3.771875	1.825	1.715	4.09625	3.295	15.75	9.1883335	3.8377779	0.49
TFAP2A	350.99796	8.865	1.8775	1.7	11.085	0.46791667	3.26	31.565	0.17517242	3.47375	0.066	0.2283871	0.0	0.965	12.376667	90.236664	0.0184375	29.737309	1.095	5.5894737	1.67	0.30954546	0.0825	34.655	36.081875	4.1625	0.7816667	72.418	7.72	17.39	4.5575	2.9775	0.045625	3.805	0.21033333	0.343	0.11705882	42.56167	0.108333334	0.02	0.0	11.365	1.325	10.74	66.62125	96.94875	0.25	0.13631147	0.24	16.6575	0.175	6.08125	0.0	0.51625	45.06	0.066	0.2283871	0.10071429	0.13466667	0.11	29.737309	22.510769	1.27	0.17	0.31857142	0.24	0.03888889	23.955	0.52	0.16	0.33846155	0.18666667	1.566	0.2425	0.01125	0.5366667	0.10714286	107.703575	78.97125	3.7175	0.018	0.0375	0.31833333	0.0275	0.17	0.045	0.57772726	2.884	0.09923077	0.83911765	0.0025	24.70375	0.005	1.506	0.07	0.6207143	0.04125	0.02125	0.005	89.5275	0.231	0.66	0.44	0.027777778	0.795
TFAP2B	252.69917	0.53	0.0	19.1625	0.0	0.0	0.005	0.0	0.08844828	0.0025	0.002	0.044838708	0.0	0.005	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0046363636	0.0	0.0	0.0025	0.0	0.0	0.01	0.0	0.0	6.985	0.0	36.38375	0.05	0.0013333333	0.058	0.73558825	1.2066667	0.011666667	0.02	0.0	0.005	0.72	3.4833333	0.035	0.55375	0.005	0.0026229508	0.0	2.5975	0.0	0.34125	0.0	0.025	21.64	0.002	0.044838708	0.0057142857	0.0013333333	0.0028571428	0.0	9.4569235	0.057142857	0.0	0.044285715	0.0	0.0	1.37	0.006666667	0.0	0.016923077	0.07333333	0.5735	0.015	0.0	0.046	0.0	0.24642856	0.28625	0.005	0.001	0.0	0.0033333334	0.0	0.044444446	0.0	0.012727273	2.91	0.0	0.045	0.0	1.8425	0.0	0.236	0.20666666	0.11071429	0.01	0.0125	0.0	0.70125	0.002	0.0	0.093333334	0.014444444	0.01
TFAP2C	134.76602	0.05	0.035	0.0	3.4225	0.0675	11.605	1.355	0.07431035	7.60625	5.041	2.6048386	8.6075	10.685	2.9233334	7.6938887	0.00390625	1.1834615	1.005	0.041052632	1.3725	0.011363637	0.0	5.86	75.51187	0.7825	0.0	2.066	8.466	13.495	0.005	0.35	0.0025	11.23	3.2093334	0.331	0.074411765	8.691667	0.05	0.46	0.045	2.625	1.82	0.006666667	13.98375	15.5775	0.355	0.2742623	0.08	12.4975	0.27375	7.245	0.026	0.67	0.01	5.041	2.6048386	0.017142856	0.06333333	0.057857145	1.1834615	0.67846155	0.13785714	0.12	2.0742857	0.07	0.0011111111	23.95375	1.7866666	1.41	1.7215384	1.4666667	3.2895	0.035	0.765	3.4473333	0.24214286	20.892143	12.475	3.29	0.017	0.1	0.083333336	0.0025	0.24611111	0.035	0.11454546	0.113	0.015384615	0.36147058	0.0725	22.15125	0.1	2.919	0.11333334	0.47214285	0.550625	0.0475	0.135	25.59625	0.597	1.78	0.46833333	0.29222223	0.845
TFAP2E	90.42945	0.3	0.0375	0.13	0.0675	2.4195833	1.49	0.155	0.22896552	0.03625	0.228	0.18870968	0.3725	0.33	2.7833333	0.27222222	0.34484375	0.060384616	0.035	0.32263157	0.655	0.09627273	0.2275	0.16	0.348125	0.03	0.465	1.982	0.266	0.43	4.165	0.0	1.610625	0.09	0.45666668	0.311	0.11382353	3.3533332	0.20833333	0.96	0.0	0.075	0.043333333	2.4083333	2.7675	5.065	0.34	2.77	6.3375	0.53	0.05125	0.09	0.019	0.00875	1.42	0.228	0.18870968	0.13142857	0.083333336	0.13142857	0.060384616	0.5346154	0.94357145	0.64	2.4614286	0.11	0.026111111	1.3875	0.6166667	0.74	0.6146154	0.19666667	0.3825	0.21	0.03875	0.50133336	0.29642856	0.26357144	2.7	0.3725	0.034	0.005	0.1	0.0275	0.15944445	0.0225	0.6568182	2.407	0.6426923	0.7632353	0.03	1.15875	0.0175	0.663	0.15666667	1.0042857	0.045	0.06	0.02375	4.7825	0.206	0.65	0.13333334	0.16666667	0.26
TFAP4	337.88287	19.345	2.7275	28.32	3.0925	11.151667	10.275	13.165	5.442069	0.67	8.219	22.165806	11.2775	23.385	16.283333	19.685556	9.068125	3.6592307	3.9675	5.9921055	21.01	8.854363	9.73	8.27	12.15	12.1975	15.92	15.084	7.58	12.945	14.78	1.8	14.290625	26.07	14.592667	3.314	1.7888235	2.4483333	1.08	0.5	0.445	4.035	0.34166667	2.62	2.87375	3.33375	4.135	4.786639	2.425	4.9025	0.3775	1.86625	1.262	1.0475	10.44	8.219	22.165806	1.4557143	1.258	1.3257142	3.6592307	10.3561535	13.437857	1.3	13.325	0.93	0.98	3.6425	4.11	4.38	3.48	4.11	8.699	6.4775	0.61125	6.5393333	3.105	1.4542857	2.885	2.205	3.614	0.64	1.0916667	1.18875	1.3338889	0.225	8.407727	4.036	4.8607693	5.6073527	0.27	3.73	0.17	4.41	0.48	15.844286	0.889375	0.535	0.3225	3.79	1.185	3.33	2.4233334	1.3088889	0.28
TFCP2	173.85658	21.97	18.445	26.1175	11.175	1.5354167	22.675	8.085	10.643793	5.225	11.709	20.202257	3.8775	11.96	12.976666	16.830555	8.04875	9.383077	5.9125	6.6847367	12.1175	12.116909	6.025	13.89	0.973125	4.9525	3.6116667	20.76	6.204	9.28	10.5025	2.7825	15.50125	31.975	26.644667	7.005	8.424118	5.778333	3.76	0.28	0.31	12.9175	0.9766667	4.4066668	4.81625	7.18	10.845	10.376967	2.9775	6.225	1.5225	2.52625	3.567	2.91125	18.3	11.709	20.202257	10.630714	7.5533333	9.195714	9.383077	27.332308	26.882856	2.48	33.275715	8.31	2.2894444	5.08375	9.756667	10.22	8.479231	10.49	27.706	15.17	1.27375	12.928667	4.294286	8.055715	6.25	3.3275	9.985	2.3975	6.6683335	2.24	5.143889	0.5	18.245455	14.659	9.763846	12.721765	0.91125	4.96375	0.535	14.043	1.555	31.557858	2.604375	0.8125	0.86375	6.34375	2.241	8.65	7.488333	2.541111	0.63
TFCP2L1	393.13684	0.01	0.0	0.1675	0.025	0.00375	7.875	10.635	0.1525862	0.0	1.426	1.487742	0.4	0.86	3.9033334	0.011666667	0.0065625	0.0023076923	0.1	0.01	0.2225	0.34236363	0.0	9.79	1.686875	0.005	0.48666668	2.41	0.572	2.44	0.03	0.0	0.00375	0.855	0.8936667	1.816	0.19352941	0.16166666	0.15833333	0.52	0.23	5.3075	2.3133333	0.03	2.1825	10.025	31.09	0.36032787	3.725	4.09	0.095	4.95625	0.644	0.62125	0.04	1.426	1.487742	0.07	0.11133333	0.05214286	0.0023076923	40.813847	2.3192856	0.04	4.2885714	0.05	0.13055556	15.8275	12.19	6.49	2.9938462	32.606667	0.1825	0.045	0.43875	3.924	1.2785715	6.0085716	4.465	3.835	0.439	0.095	0.17333333	0.17375	3.6077778	0.01	2.065	0.215	0.91615385	3.4252942	0.315	12.16875	0.0	3.323	0.23	0.68285716	21.266874	0.0175	6.835	13.10125	3.817	7.61	0.195	0.3122222	1.335
TFE3	214.99562	24.54	28.395	22.055	19.28	35.099583	13.115	14.025	8.2493105	25.31	20.661	34.685806	12.235	27.105	14.4	38.890556	12.883282	31.901922	5.59	25.27421	12.5025	12.577272	2.235	24.585	12.6625	15.8925	5.525	43.392	10.994	13.15	4.475	19.1125	13.38125	76.4	21.753666	34.842	21.92853	12.983334	14.216666	13.28	1.575	15.265	3.4866667	3.7383332	18.23	17.24375	9.905	17.317131	11.7375	14.1875	16.86625	8.23375	11.47	24.315	18.46	20.661	34.685806	5.405	12.761333	9.577857	31.901922	21.141539	22.515715	4.42	27.379286	6.98	6.5194445	14.81625	21.363333	17.4	17.99846	11.856667	15.384	8.43	11.92625	20.031334	5.57	13.048572	17.94	12.6975	21.64	11.145	10.256667	7.55375	7.4511113	0.26	15.352727	11.311	16.238077	9.233235	4.595	12.0175	0.22	15.571	9.92	15.785714	18.751875	5.07875	2.16625	21.7575	7.628	21.55	18.143333	4.308889	3.57
TFEB	237.51274	1.045	3.2975	31.7	14.3325	37.861668	1.68	2.28	34.266724	2.68125	1.271	2.477742	0.41	0.81	3.15	7.862222	8.784532	4.515	0.185	3.9242105	4.7075	1.441091	25.895	5.88	1.35375	1.73	16.828333	11.44	1.11	3.39	0.27	1.6925	6.454375	1.745	1.5653334	7.167	5.497941	1.9116666	5.838333	1.755	0.2725	15.5375	1.015	1.2083334	3.53625	14.4	7.575	12.957623	13.1875	7.645	3.9925	2.68625	30.904	6.34125	2.64	1.271	2.477742	9.325	15.052	17.002142	4.515	9.479231	58.92143	13.1	7.29	14.5	1.5644444	8.32	13.18	12.37	11.296923	14.173333	7.6965	4.3825	1.455	3.6513333	6.8471427	10.359285	8.46125	5.8675	28.133	8.82	15.168333	2.05125	6.2011113	0.195	39.38909	9.708	25.76423	6.3	0.5425	5.33625	0.075	3.768	2.6416667	6.8085713	5.06375	1.0125	1.99625	26.37625	3.677	13.92	6.965	1.8344444	1.545
TFEC	355.26547	2.19	0.045	0.135	0.0	5.5445833	18.2	0.035	1.2903448	0.0125	0.016	0.010967742	0.0	0.005	0.05	0.036666665	0.00328125	0.026538461	0.01	0.031052632	0.04	0.009181818	0.0	0.005	0.005	0.0	0.33	0.0	0.168	0.025	0.12	0.0	0.0025	0.005	0.057	2.285	1.1291176	0.81333333	1.335	0.12	0.05	0.085	0.6166667	0.17666666	1.11375	1.7075	0.69	0.9562295	0.0425	0.11	0.28125	0.20125	0.206	1.02	0.22	0.016	0.010967742	0.52428573	0.9673333	0.70428574	0.026538461	17.250769	76.53286	0.11	2.3692858	0.61	0.7161111	0.14	10.676666	14.18	13.486923	1.0366666	33.4025	0.4075	1.35375	0.756	0.3607143	1.1942858	1.43125	0.11	0.237	0.525	0.7816667	0.84625	0.49277776	0.12	47.094547	0.865	10.033846	1.5288235	1.7675	0.11	0.015	1.79	0.8833333	4.2442856	0.374375	0.2125	0.1825	3.50375	2.813	10.28	0.85	0.34111112	0.19
TGIF1	451.80603	42.725	49.1975	0.3525	58.645	91.9775	45.735	55.7	3.900862	41.3275	139.124	167.94388	92.7075	116.905	148.85333	117.367775	37.521408	18.014616	30.775	55.185265	14.93	33.81291	26.22	69.66	74.715	13.05	22.685	99.058	26.01	83.83	39.485	13.9475	65.69125	185.235	132.45	22.345	15.980294	42.203335	10.648334	3.735	0.705	23.4925	6.1983333	6.9983335	55.83875	26.9975	28.955	3.7721312	7.545	18.9775	7.63375	11.84125	18.093	16.03	28.33	139.124	167.94388	7.2871428	7.772	6.405	18.014616	50.950768	46.985	1.1	53.522858	2.93	7.3177776	32.11875	18.126667	15.49	32.092308	19.823334	31.27	23.7475	9.54625	34.513332	9.082857	18.578571	36.78625	27.5475	47.606	10.0275	5.11	7.27	8.415	2.0675	34.119545	10.954	15.314231	27.649412	3.33875	27.8025	0.385	38.801	7.79	21.940714	9.121875	3.17875	4.06875	71.70875	7.276	16.73	23.086666	8.83	2.49
TGIF2	159.3611	26.28	9.8425	4.72	7.8175	21.522083	25.925	18.335	18.013103	3.04625	26.052	31.16258	14.0225	40.255	5.95	6.327778	27.044374	3.7342308	5.88	6.2689476	7.6125	7.2522726	7.5275	3.295	20.86375	6.2425	16.25	9.254	3.514	7.325	33.1675	3.8225	8.99125	47.675	23.662333	4.363	4.2864704	3.5533333	2.11	2.815	0.5925	0.7525	0.675	3.19	2.51375	3.1825	2.51	0.9945082	2.2925	1.92	1.4125	1.4325	0.654	2.42875	11.61	26.052	31.16258	6.01	2.8633332	2.9057143	3.7342308	28.396923	26.985714	0.42	27.338572	2.11	2.1033332	2.6525	4.83	4.21	6.042308	2.7766666	36.1065	9.73	1.295	14.513333	3.9292858	1.4528571	2.325	4.9075	1.051	2.555	3.2766666	1.70875	1.9805555	0.59	17.269545	6.961	8.994231	8.353824	0.6625	2.28125	0.12	15.684	1.5983334	20.179285	3.1525	0.9225	1.7775	1.95375	1.64	5.8	3.4066668	3.208889	0.38
THAP1	109.965065	5.875	10.4275	10.29	9.0025	9.83125	4.125	5.39	8.552414	8.04875	9.562	6.4325805	3.255	6.355	5.4466667	9.949445	5.324531	5.1903844	2.7125	3.494737	18.445	6.1254544	4.1825	9.99	4.320625	7.655	5.0616665	4.532	2.116	3.425	6.36	5.1575	3.909375	11.205	12.1293335	3.16	3.339706	4.4383335	2.3166666	12.61	0.185	5.2525	0.5516667	1.8666667	5.295	3.92125	3.31	3.3991804	2.8675	2.25	1.39875	1.23375	4.046	3.03625	7.59	9.562	6.4325805	5.0457144	3.658	3.8892858	5.1903844	9.506154	8.661428	0.77	9.79	4.24	2.3205554	2.2225	3.8133333	4.97	5.5484614	3.7	6.4865	4.29	0.9475	5.5393333	1.6614286	2.0564287	4.14375	2.7525	10.333	2.695	3.9683332	1.7675	1.8994445	0.375	7.191818	4.709	4.2873077	3.825294	0.6375	1.6275	0.42	12.84	0.67	12.896428	1.668125	0.435	0.4475	3.0875	1.112	4.8	3.905	3.047778	0.23
THRA	303.5463	7.655	23.11	141.175	30.815	11.0625	12.355	49.845	0.6736207	7.8875	3.345	5.1258063	3.9875	4.555	13.983334	12.443334	7.4510937	11.996154	1.405	13.039474	24.1625	6.073364	0.565	2.48	3.83	5.0825	2.4966667	9.972	1.922	5.38	6.2775	4.98	14.533125	6.915	7.77	25.588	18.955587	16.16	14.141666	3.34	1.6675	56.4325	2.7966666	33.41	15.81375	9.24	16.535	66.758934	189.48	7.315	10.22125	2.74625	15.964	21.4775	150.69	3.345	5.1258063	17.911428	27.152	26.265715	11.996154	30.445385	49.86	24.77	46.750713	28.48	2.3166666	13.535	19.286667	16.95	14.476923	26.86	44.6845	39.2475	5.8375	36.484	8.044286	1.6285714	14.19875	10.905	23.552	16.93	32.636665	2.1675	10.367778	0.89	36.65818	72.117	7.8396153	29.708235	2.83	11.59625	2.755	21.63	7.8816667	12.965714	6.863125	3.48375	3.27125	9.875	5.744	19.2	23.341667	8.398889	1.645
THRB	359.04916	0.075	0.01	0.09	0.6325	0.0095833335	8.045	6.03	0.0020689655	1.6	1.488	1.571613	0.815	3.51	0.92	2.9633334	8.218594	0.011538462	0.2075	0.021578947	0.005	3.8843637	0.0	1.685	4.963125	0.0	0.0	1.944	2.594	4.46	0.0	0.8525	0.071875	6.31	0.67833334	5.398	3.274706	10.256667	10.695	2.29	0.22	3.1075	2.1066666	0.97	12.41125	4.4	9.925	36.28828	3.0375	1.445	5.53	1.26625	9.718	10.315	4.45	1.488	1.571613	2.0721428	6.77	8.282143	0.011538462	14.558461	30.801428	1.54	10.525714	11.93	4.212222	7.21125	5.0266666	4.95	2.6453846	18.303333	3.8415	0.5725	2.66375	1.4073334	1.7635714	2.8035715	7.4	5.5525	15.422	1.51	5.64	6.325	2.5033333	0.18	19.658636	1.834	2.6303847	6.2323527	1.9475	6.11	1.4425	1.117	5.7833333	2.6057143	2.3375	0.41625	1.55875	6.91375	1.438	6.81	3.3933334	1.9033333	0.9
TLR4	216.07932	0.0	0.0	0.45	5.9025	17.020416	0.0	0.155	0.13258621	2.6025	0.04	0.05419355	0.01	0.03	0.013333334	1.6977777	0.08109375	4.8873076	0.2925	0.012631579	0.0	0.0026363637	1.8325	0.01	0.498125	1.41	2.8683333	0.056	0.008	0.18	2.925	8.21	0.550625	0.045	0.096666664	10.193	7.019706	0.8066667	6.45	3.025	0.23	1.935	2.405	1.1716666	2.78625	7.0525	2.065	8.283689	0.205	0.31	2.03375	1.2325	2.654	4.595	2.67	0.04	0.05419355	3.6721427	4.1806664	4.112143	4.8873076	5.2753844	4.9792857	0.67	8.527143	5.18	3.4666667	1.9825	20.053333	23.73	20.528461	4.58	4.262	2.66	11.92625	3.0286667	0.8542857	2.565	6.29625	1.4225	2.152	4.5325	4.8133335	2.98625	1.0188888	0.5275	2.7795455	5.035	24.578077	2.5891178	4.5725	1.455	0.13	2.516	8.558333	5.232857	5.085625	1.0675	0.4475	3.3675	5.545	15.84	3.59	2.39	0.405
TLX1	140.61	0.05	0.0	4.085	0.0	0.021666666	0.93	0.015	0.0018965517	0.0	0.006	0.0019354839	0.015	0.01	0.14333333	0.0044444446	0.105	0.00076923077	0.005	0.0031578948	0.0	1.1688182	0.0	0.0	0.0425	0.0	0.0	0.294	0.0	0.0	0.0	0.0	0.2075	0.005	0.481	0.016	0.010294118	0.093333334	0.0033333334	0.0	0.01	0.035	0.0	0.0	0.0	0.0125	0.145	0.0014754098	0.255	0.0	0.0	0.0025	0.0	0.0	0.0	0.006	0.0019354839	0.08142857	0.06733333	0.042857144	0.00076923077	0.056923077	0.19357143	0.0	0.008571428	0.11	0.12666667	0.025	0.0	0.02	0.00076923077	0.25666666	0.003	0.01	0.0	0.05466667	0.035714287	0.0028571428	0.05875	0.035	0.007	0.005	0.26833335	0.10875	0.015555556	0.0	0.39227274	0.042	27.415384	0.040588234	0.0	0.0	0.0	0.226	0.0	0.045714285	0.015	0.0	0.0125	0.0425	0.0	0.0	0.0	0.0	0.0
TLX2	114.278496	0.03	0.0	20.995	0.0	0.00625	0.305	0.015	0.8727586	0.025	0.062	0.11096774	0.0	0.105	0.026666667	0.04222222	0.27640626	0.07884616	0.0225	0.005263158	2.01	0.009	0.3775	0.09	0.050625	0.2625	0.006666667	0.094	0.61	1.46	0.025	0.0	36.3925	0.075	0.215	0.014	0.66411763	0.39	0.0033333334	0.01	0.0	0.06	0.0033333334	0.046666667	1.81375	0.5575	0.1	0.4687705	0.07	0.0125	0.055	0.0	0.0	0.035	0.0	0.062	0.11096774	0.004285714	0.0013333333	0.0035714286	0.07884616	0.064615384	5.3942857	0.04	0.046428572	0.0	0.0022222223	0.0	0.053333335	0.0	0.011538462	0.26333332	0.033	0.035	0.005	1.072	0.023571428	0.117142856	1.78375	0.085	0.0	0.005	0.006666667	0.0	0.29	0.0	3.3554544	0.065	0.012307692	0.9732353	0.0	0.0225	0.0	0.474	0.0	0.21214285	0.0	0.0	0.0575	0.66375	0.057	0.02	0.18	0.057777777	0.275
TOPORS	178.66727	12.005	14.0275	3.095	7.255	14.4325	6.2	5.745	8.746207	8.14625	13.755	17.961935	8.1975	14.18	4.903333	15.627778	7.501406	6.4303846	4.55	4.2310524	13.665	4.815091	5.1075	7.325	8.289375	3.02	7.5983334	7.482	2.466	4.14	13.875	5.0525	4.91125	22.61	18.537333	4.619	6.260588	3.2816668	3.16	0.49	0.385	8.46	1.505	2.7483332	3.6775	5.2875	5.695	4.423115	3.4925	4.31	2.17875	3.36125	4.031	4.85	7.41	13.755	17.961935	6.8314285	3.404	3.4057143	6.4303846	13.922308	14.611428	5.07	18.094286	3.07	4.0172224	5.76375	5.17	5.22	7.0784616	5.56	11.6285	6.985	2.32	9.920667	2.117143	5.1814284	4.225	4.4	5.239	2.675	3.2283332	2.32125	2.5933332	0.8075	11.603637	7.922	6.9696155	6.5797057	1.2325	5.93	0.94	12.433	2.5033333	15.88	4.171875	0.98875	1.10375	3.5225	1.799	5.05	6.463333	3.3533332	0.75
